brand_id,brand_name
BRDed4748e8,M&S Soothing Body
BRDfe770096,Orange Blossom Shea
BRD7beeca7b,Grapefruit Dandelion Tangerine
BRDe83ffaa7,Kopari Ultra Restore
BRD96cedbfb,LUSH Pineapple
BRD8e3a4c63,Moroccanoil Body Butter
BRD0310a231,Skin Fuel Body
BRDf835661f,Palmer Cocoa Butter
BRD3159797a,"Glow Body Butter,"
BRD713680a4,Ancient Wisdom Sandalwood
BRDec1bbb04,Liz Earle Skin
BRDcd847ac0,Coco Cabana Body
BRDcac72ea1,Juicy Grapes Crazy
BRD59428671,DATSIT Organic
BRDcacef598,Mitchell Brands Mango
BRDe9156acb,Best All Natural
BRDc86c87c5,NEOM Real Luxury
BRD533d3afb,Generic Body Glaze
BRD9538fe89,Luxury Shea Butter
BRD4a5eb157,Oblepikha Body Butter
BRDb32d66c7,Coconut Whipped Body
BRD59e6a04c,I Love Cosmetics
BRD683178b1,Pestle Mortar
BRDb978b913,Trader Joes Pumpkin
BRDc18bfecf,Bottega Verde Karitè
BRD632d2f56,Sanctuary Spa Ruby
BRD06d27754,Natural Body Butter
BRD1e2a4d5a,Coconut Body Butter
BRDe0f36a50,Champneys-London Cloud Nine
BRD1b49663e,Ancient Wisdom Aromatherapy
BRD1527c0bc,Supreme Whipped Vanilla
BRDd663eaae,Ami London Whipped
BRD1d245086,La Vida Caribena
BRD17b6ef2b,Inlight Beauty Body
BRD9e0102eb,Scented Body Butter
BRD29181719,Twisted Earth Fluffy
BRD8925324b,Health Beauty
BRD1f9b66c7,I Love Wellness
BRDf6361f8f,Rich Anti-Aging Body
BRD2856c6b7,XBC Cocoa Butter
BRDfd199c21,Sensual Body Butter
BRD8d965f80,Sweet Lavender Body
BRDc5668435,Bencos Körperbutter Shea
BRD7bd39943,Sleepy Coconut Shea
BRD5be2075e,Charlotte Meentzen Body
BRDc79279ff,Britains Beauty Restoring
BRDa51972ab,Body Saviour Stretch
BRDf34f6a4a,Shea Body Butter
BRDaa0e21bb,Skybottle Blue Agave
BRD2daaf514,Black Friday: Sweet
BRD9d129ed2,Dolce Body Butter
