product_id,product_name,brand_id,brand_name,category_id,category_name,size_value,size_unit,price,currency,date_collected,date_key,retailer_name,product_clean,brand_clean,category_clean,retailer_clean,size_value_norm,size_unit_norm,incomplete_record,reason_unmatched
PRDd5a2ba7a,Sweet Lavender Body Butter 100ml,BRD8d965f80,Sweet Lavender Body,CAT140eaa99,body butter,100.0,ml,10.99,GBP,20251125_201742,20251125,{'name': 'The india Shop'},sweet lavender body butter 100ml,sweet lavender body,body butter, name the india shop ,100.0,ml,False,No match >= 65 (enhanced)
PRDd72cdb4f,"Shea Radiance Whipped Butter, 7 Oz (Pack of 3)",BRD8f7942cf,Shea Radiance Whipped,CAT140eaa99,body butter,7.0,oz,64.0,GBP,20251125_201814,20251125,"{'url': 'https://www.fruugo.co.uk/shea-radiance-whipped-butter-7-oz-pack-of-3/p-69112396-139000502?language=en&ac=google&utm_source=google&utm_medium=organic', 'name': 'fruugo.co.uk'}",shea radiance whipped butter 7 oz pack of 3 ,shea radiance whipped,body butter, url https www fruugo co uk shea radiance whipped butter 7 oz pack of 3 p 69112396 139000502 language en ac google utm source google utm medium organic name fruugo co uk ,7.0,oz,False,No match >= 65 (enhanced)
PRDd8ca74d5,"Alter/Native shampoo bar, 90g Lavender & Geranium",BRDea97e1e5,Alter/Native,CATa842003f,shampoo bar,90.0,g,4.75,GBP,20251125_201033,20251125,{'name': 'Matthias Winter'},alter native shampoo bar 90g lavender geranium,alter native,shampoo bar, name matthias winter ,90.0,g,False,No match >= 65 (enhanced)
PRDdf00b785,Mango Body Butter 2 Oz. (tea Tree Oils Blend),BRDa2a9a9bc,Mango Body Butter,CAT140eaa99,body butter,2.0,oz,8.17,GBP,20251125_201814,20251125,"{'url': 'https://www.ebay.co.uk/itm/373487501075?chn=ps&_ul=GB&mkevt=1&mkcid=28&google_free_listing_action=view_item', 'name': 'eBay'}",mango body butter 2 oz tea tree oils blend ,mango body butter,body butter, url https www ebay co uk itm 373487501075 chn ps ul gb mkevt 1 mkcid 28 google free listing action view item name ebay ,2.0,oz,False,No match >= 65 (enhanced)
PRDe4b5c514,Herbal Shampoo Bar For Hair Loss | Controls Shedding Dandruff | & 120g,BRD0b30ac42,Herbal Shampoo Bar,CATa842003f,shampoo bar,120.0,g,11.55,GBP,20251125_201103,20251125,{'name': 'eBay - topwardrobe2014'},herbal shampoo bar for hair loss controls shedding dandruff 120g,herbal shampoo bar,shampoo bar, name ebay topwardrobe2014 ,120.0,g,False,No match >= 65 (enhanced)
PRDec69ea09,Dr Organic Coconut & Orange Shampoo/Conditioner Bar 75g - 4 Pack,BRD635ced1b,Dr Organic Coconut,CATa55d3f5b,conditioner bar,75.0,g,32.0,GBP,20251125_201317,20251125,{'name': 'fruugo.co.uk'},dr organic coconut orange shampoo conditioner bar 75g 4 pack,dr organic coconut,conditioner bar, name fruugo co uk ,75.0,g,False,No match >= 65 (enhanced)
PRDecdbd10e,champú Y Acondicionador Solido - Champu Bar - SHAMPOING/CHAMPU GINGEMBRE/JENGIBRE (60g),BRDcb02e1fd,Y Acondicionador,CATa842003f,shampoo bar,60.0,g,18.92,GBP,20251125_201033,20251125,{'name': 'pure-keratin.com'},champ y acondicionador solido champu bar shampoing champu gingembre jengibre 60g ,y acondicionador,shampoo bar, name pure keratin com ,60.0,g,False,No match >= 65 (enhanced)
PRDf08a078a,palmer's Palmers Shea Formula Raw Shea Balm 9.5 Ounce,BRD236c111b,Palmers Shea,CAT140eaa99,body butter,9.5,oz,10.44,GBP,20251125_201814,20251125,"{'url': 'https://www.ebay.co.uk/itm/135259599779?chn=ps&_ul=GB&mkevt=1&mkcid=28&google_free_listing_action=view_item', 'name': 'eBay'}",palmer s palmers shea formula raw shea balm 9 5 ounce,palmers shea,body butter, url https www ebay co uk itm 135259599779 chn ps ul gb mkevt 1 mkcid 28 google free listing action view item name ebay ,9.5,oz,False,No match >= 65 (enhanced)
PRDf54e29dd,Alana | Aloe Vera & Tea Tree Natural Conditioner Bar 90g | 90g,BRDe150c086,Alana Aloe,CATa55d3f5b,conditioner bar,90.0,g,6.08,GBP,20251125_201251,20251125,"{'url': 'https://superfood-market.com/products/cagmt-alana-aloe-vera-tea-tree-natural-conditioner-bar-90g-90g?srsltid=AfmBOooSfiU4zlmkQmm7DRdKfgWCzAJLS3K5NjOs4OP9Sn7vX5OmTjyXsyM', 'name': 'Superfood Market'}",alana aloe vera tea tree natural conditioner bar 90g 90g,alana aloe,conditioner bar, url https superfood market com products cagmt alana aloe vera tea tree natural conditioner bar 90g 90g srsltid afmbooosfiu4zlmkqmm7drdkfgwczajls3k5njos4op9sn7vx5omtjyxsym name superfood market ,180.0,g,False,No match >= 65 (enhanced)
PRDf8200559,Salt + Steam Get Fresh Conditioner Bar 50g - For fine Hair,BRD063016f0,Salt Steam,CATa55d3f5b,conditioner bar,50.0,g,10.45,GBP,20251125_201237,20251125,"{'url': 'https://plasticfreedom.co.uk/products/salt-steam-get-fresh-conditioner-bar-50g-lightweight?variant=55815833452922&srsltid=AfmBOooVFH54m5FxCdfF4MxNlmuIIq8_aEg9RtGXl15JlU8HVpSzDOUjRKg', 'name': 'Plastic Freedom'}",salt steam get fresh conditioner bar 50g for fine hair,salt steam,conditioner bar, url https plasticfreedom co uk products salt steam get fresh conditioner bar 50g lightweight variant 55815833452922 srsltid afmbooovfh54m5fxcdff4mxnlmuiiq8 aeg9rtgxl15jlu8hvpszdoujrkg name plastic freedom ,50.0,g,False,No match >= 65 (enhanced)
PRDfa14e3fe,FINigrana Bio & Naturkosmetik Pure Organic Shea Butter - 500 ml,BRD569f752e,FINigrana Bio,CAT140eaa99,body butter,500.0,ml,16.41,GBP,20251125_201755,20251125,"{'url': 'https://www.ecco-verde.co.uk/finigrana/pure-organic-shea-butter-1?sai=78616', 'name': 'Ecco-Verde.co.uk'}",finigrana bio naturkosmetik pure organic shea butter 500 ml,finigrana bio,body butter, url https www ecco verde co uk finigrana pure organic shea butter 1 sai 78616 name ecco verde co uk ,500.0,ml,False,No match >= 65 (enhanced)
PRDfd05cc0b,"Champneys-London Cloud Nine Body Butter, 50ml, Gift Boxed",BRDe0f36a50,Champneys-London Cloud Nine,CAT140eaa99,body butter,50.0,ml,14.99,GBP,20251125_201725,20251125,"{'url': 'https://www.amazon.co.uk/Champneys-London-Cloud-Nine-Butter-Boxed/dp/B0FJMMMNYW?source=ps-sl-shoppingads-lpcontext&ref_=fplfs&psc=1&smid=A793EHTLH70H', 'name': 'Amazon.co.uk - Amazon.co.uk-Seller'}",champneys london cloud nine body butter 50ml gift boxed,champneys london cloud nine,body butter, url https www amazon co uk champneys london cloud nine butter boxed dp b0fjmmmnyw source ps sl shoppingads lpcontext ref fplfs psc 1 smid a793ehtlh70h name amazon co uk amazon co uk seller ,50.0,ml,False,No match >= 65 (enhanced)
PRDfd15bdaa,Best All Natural Body Butter Large 150ml,BRDe9156acb,Best All Natural,CAT140eaa99,body butter,150.0,ml,12.5,GBP,20251125_201725,20251125,"{'url': 'https://apothekellyskincare.com/products/top-all-natural-body-butter?variant=40331516411997&country=GB&currency=GBP&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&srsltid=AfmBOooWOMYzhNQv5PV5JUyoXWS63Mhlz0X-7ENUAyjB5j_igd1EjvBt-tU', 'name': 'Apothekelly skincare'}",best all natural body butter large 150ml,best all natural,body butter, url https apothekellyskincare com products top all natural body butter variant 40331516411997 country gb currency gbp utm medium product sync utm source google utm content sag organic utm campaign sag organic srsltid afmbooowomyzhnqv5pv5juyoxws63mhlz0x 7enuayjb5j igd1ejvbt tu name apothekelly skincare ,150.0,ml,False,No match >= 65 (enhanced)
PRDfe282d5d,"M&S Soothing Body Butter Fig & Lotus Flower, 300ml",BRDed4748e8,M&S Soothing Body,CAT140eaa99,body butter,300.0,ml,4.5,GBP,20251125_201710,20251125,"{'url': 'https://www.ocado.com/products/m-s-soothing-body-butter-fig-lotus-flower/640564011?utm_source=google&utm_medium=organic_shopping&utm_campaign=organic_shopping&srsltid=AfmBOorO_l4m4O5ajfeZbRCp0_i2i2f83PfpNE54OACdsAxiWGEP3M5mhks', 'name': 'Ocado'}",m s soothing body butter fig lotus flower 300ml,m s soothing body,body butter, url https www ocado com products m s soothing body butter fig lotus flower 640564011 utm source google utm medium organic shopping utm campaign organic shopping srsltid afmbooro l4m4o5ajfezbrcp0 i2i2f83pfpne54oacdsaxiwgep3m5mhks name ocado ,300.0,ml,False,No match >= 65 (enhanced)
PRDffc62b4b,KDMD Unisex Pure Body Butter Shea Butter 90g,BRDc86fb1fb,KDMD Unisex Pure,CAT140eaa99,body butter,90.0,g,4.5,GBP,20251125_201710,20251125,{'name': 'Snooty Catz'},kdmd unisex pure body butter shea butter 90g,kdmd unisex pure,body butter, name snooty catz ,90.0,g,False,No match >= 65 (enhanced)
