product_id,product_name,brand_id,category_id,size_value,size_unit,price,currency,retailer_name,product_clean,brand_clean,category_clean,reason_unmatched
PRD82ab74a1,The Earthling Co. Conditioner Bar,BRDb27b7ec7,CAT5a93da1d,,,11.84,GBP,the earthling co.,the earthling co conditioner bar,brdb27b7ec7,cat5a93da1d,No match >= threshold
PRD82ab74a1,The Earthling Co. Conditioner Bar,BRDb27b7ec7,CAT5a93da1d,,,11.84,GBP,the earthling co.,the earthling co conditioner bar,brdb27b7ec7,cat5a93da1d,No match >= threshold
PRD7bcc6426,KinKind Nourish Me! Conditioner Bar,BRD93cf0c8a,CAT5a93da1d,,,8.95,GBP,amazon.co.uk - amazon.co.uk-seller,kinkind nourish me conditioner bar,brd93cf0c8a,cat5a93da1d,No match >= threshold
PRD7bcc6426,KinKind Nourish Me! Conditioner Bar,BRD93cf0c8a,CAT5a93da1d,,,8.95,GBP,amazon.co.uk - amazon.co.uk-seller,kinkind nourish me conditioner bar,brd93cf0c8a,cat5a93da1d,No match >= threshold
PRD92b7d8e6,FRUU Cosmetics Phyto- Keratin Conditioner Bar,BRDb47fe906,CAT5a93da1d,,,9.99,GBP,boots.com,fruu cosmetics phyto keratin conditioner bar,brdb47fe906,cat5a93da1d,No match >= threshold
PRDcd1840e0,Friendly Soap Conditioner Bar Fragrance Free,BRD6003a530,CAT5a93da1d,,,8.99,GBP,friendly soap,friendly soap conditioner bar fragrance free,brd6003a530,cat5a93da1d,No match >= threshold
PRDd94c09cf,Aussie Koality Moisture Vegan Solid Conditioner Bar,BRDb6ccbbf2,CAT5a93da1d,,,2.49,GBP,direct cosmetics,aussie koality moisture vegan solid conditioner bar,brdb6ccbbf2,cat5a93da1d,No match >= threshold
PRD7643211c,Shine On Conditioner Bar,BRD06a21369,CAT5a93da1d,,,8.99,GBP,soul and soap,shine on conditioner bar,brd06a21369,cat5a93da1d,No match >= threshold
PRD7e06a874,KinKind Make Me Shine! Conditioner Bar,BRD4868ac26,CAT5a93da1d,,,5.95,GBP,ocado,kinkind make me shine conditioner bar,brd4868ac26,cat5a93da1d,No match >= threshold
PRD7e06a874,KinKind Make Me Shine! Conditioner Bar,BRD4868ac26,CAT5a93da1d,,,8.95,GBP,amazon.co.uk - amazon.co.uk-seller,kinkind make me shine conditioner bar,brd4868ac26,cat5a93da1d,No match >= threshold
PRD041aef6b,grüum glôs Nourishing Coconut Conditioner Bar,,CAT5a93da1d,50.0,g,10.0,GBP,grüum,gr um gl s nourishing coconut conditioner bar,none,cat5a93da1d,No match >= threshold
PRD42c54937,grüum Professional Conditioner Bar Strength & Nourish,,CAT5a93da1d,,,13.0,GBP,amazon.co.uk - amazon.co.uk-seller,gr um professional conditioner bar strength nourish,none,cat5a93da1d,No match >= threshold
PRD7541081f,Zesty Lemon Conditioner Bar,BRDc6395f47,CAT5a93da1d,,,7.5,GBP,washla,zesty lemon conditioner bar,brdc6395f47,cat5a93da1d,No match >= threshold
PRD24f16863,Friendly Soap Conditioner Bar Peppermint & Eucalyptus,BRD6003a530,CAT5a93da1d,,,4.79,GBP,weldricks pharmacy,friendly soap conditioner bar peppermint eucalyptus,brd6003a530,cat5a93da1d,No match >= threshold
PRD135054cb,Dr Organic Coconut & Orange Shampoo & Conditioner Bar,BRDf78117d6,CAT5a93da1d,,,4.99,GBP,amazon.co.uk,dr organic coconut orange shampoo conditioner bar,brdf78117d6,cat5a93da1d,No match >= threshold
PRD1329e709,Ben & Anna Very Berry Solid Conditioner Bar,BRD092f2ba9,CAT5a93da1d,,,5.56,GBP,bodykind,ben anna very berry solid conditioner bar,brd092f2ba9,cat5a93da1d,No match >= threshold
PRDced3a106,Friendly Soap Conditioner Bar,BRD6003a530,CAT5a93da1d,12.0,pack,33.15,GBP,friendly soap,friendly soap conditioner bar,brd6003a530,cat5a93da1d,No match >= threshold
PRD355e6f0a,Nope. Into The Deep Conditioner Bar,BRDc9fe305a,CAT5a93da1d,,,13.5,GBP,superdrug.com,nope into the deep conditioner bar,brdc9fe305a,cat5a93da1d,No match >= threshold
PRDc18dacd6,Ethique Wonderbar Conditioner Bar For Oily to Normal Hair,BRDc65aff00,CAT5a93da1d,,,12.99,GBP,amazon.co.uk - amazon.co.uk-seller,ethique wonderbar conditioner bar for oily to normal hair,brdc65aff00,cat5a93da1d,No match >= threshold
PRD97ddcf94,Vegan Conditioner Bars,BRDa37efa11,CAT5a93da1d,,,5.25,GBP,botanivie,vegan conditioner bars,brda37efa11,cat5a93da1d,No match >= threshold
PRDaaa984c3,Solid Hair Conditioner Bar,BRDb61bad91,CAT5a93da1d,,,5.65,GBP,the glow company,solid hair conditioner bar,brdb61bad91,cat5a93da1d,No match >= threshold
PRD95ee5212,Thenaturalspa Conditioner Sampler Set,BRD33ac11af,CAT5a93da1d,,,10.99,GBP,amazon.co.uk - amazon.co.uk-seller,thenaturalspa conditioner sampler set,brd33ac11af,cat5a93da1d,No match >= threshold
PRD2708c44d,Monkey Farts Conditioner Bar,BRDbe14ab9d,CAT5a93da1d,,,7.0,GBP,wild grove,monkey farts conditioner bar,brdbe14ab9d,cat5a93da1d,No match >= threshold
PRDb85540e1,Hydrating Mandarin & Grapefruit Conditioner Bar,BRDb7edfb12,CAT5a93da1d,,,9.0,GBP,arcade skincare,hydrating mandarin grapefruit conditioner bar,brdb7edfb12,cat5a93da1d,No match >= threshold
PRD6496ac44,Bath Bubble & Beyond Blonde Ambition Conditioner Bar,BRD96823f88,CAT5a93da1d,,,6.59,GBP,amazon.co.uk - amazon.co.uk-seller,bath bubble beyond blonde ambition conditioner bar,brd96823f88,cat5a93da1d,No match >= threshold
PRD65f7ad43,Balance and Restore Patchouli and Lemon Conditioner Bar,BRD99a808d8,CAT5a93da1d,,,8.0,GBP,silktown soap co.,balance and restore patchouli and lemon conditioner bar,brd99a808d8,cat5a93da1d,No match >= threshold
PRD7642d40c,grüum Moisture Professional Conditioner Bar grüum Dry & Heat Damaged,,CAT5a93da1d,,,12.35,GBP,amazon.co.uk - amazon.co.uk-seller,gr um moisture professional conditioner bar gr um dry heat damaged,none,cat5a93da1d,No match >= threshold
PRD643906d3,Naturtint Volumising Shampoo & Conditioner Bar,BRD63a0b0a8,CAT5a93da1d,,,7.49,GBP,dolphin fitness,naturtint volumising shampoo conditioner bar,brd63a0b0a8,cat5a93da1d,No match >= threshold
PRD02c1518b,Love Bar Conditioner Bar for Oily and Normal Hair,BRD73cdda4c,CAT5a93da1d,,,2.09,GBP,pak cosmetic centre,love bar conditioner bar for oily and normal hair,brd73cdda4c,cat5a93da1d,No match >= threshold
PRD97a8fa73,Alter/Native Pink Grapefruit Conditioner Bar,BRD752c3045,CAT5a93da1d,,,6.99,GBP,ethical superstore,alter native pink grapefruit conditioner bar,brd752c3045,cat5a93da1d,No match >= threshold
PRD0bb5c31f,grüum Revitalising Conditioner Bar grüum Dry Damaged & Curly Hair,,CAT5a93da1d,,,9.5,GBP,amazon.co.uk - amazon.co.uk-seller,gr um revitalising conditioner bar gr um dry damaged curly hair,none,cat5a93da1d,No match >= threshold
PRDbad7d560,Rose Geranium & Lemongrass Conditioner Bar,BRDd5f15ae1,CAT5a93da1d,,,8.99,GBP,damnfynesoap,rose geranium lemongrass conditioner bar,brdd5f15ae1,cat5a93da1d,No match >= threshold
PRD442f0086,J.R. Liggett's Conditioner Bar,BRD927bfd3e,CAT5a93da1d,,,12.5,GBP,john and ginger,j r liggett s conditioner bar,brd927bfd3e,cat5a93da1d,No match >= threshold
PRD5212b80a,Ethique Curliosity Solid Conditioner & Co-Wash,BRD979c219c,CAT5a93da1d,,,13.0,GBP,amazon.co.uk - amazon.co.uk-seller,ethique curliosity solid conditioner co wash,brd979c219c,cat5a93da1d,No match >= threshold
PRD26ee260d,EarthKind Organic Oats Conditioning Bar,BRDd0637e96,CAT5a93da1d,,,5.5,GBP,approved food,earthkind organic oats conditioning bar,brdd0637e96,cat5a93da1d,No match >= threshold
PRD8ff68e4e,grüum Glôs Zero Plastic Anti-Dandruff Conditioner Bar,,CAT5a93da1d,50.0,g,10.0,GBP,grüum,gr um gl s zero plastic anti dandruff conditioner bar,none,cat5a93da1d,No match >= threshold
PRD9e493f45,Blooming Lavender Conditioner Bar,BRD7bdbc7c4,CAT5a93da1d,,,7.5,GBP,washla,blooming lavender conditioner bar,brd7bdbc7c4,cat5a93da1d,No match >= threshold
PRD0b7bea48,Hair Bars Strengthening Conditioner Bar,BRDbca6d9f7,CAT5a93da1d,,,21.95,GBP,hairlust,hair bars strengthening conditioner bar,brdbca6d9f7,cat5a93da1d,No match >= threshold
PRDb8c0a214,grüum Glôs Brightening Lemon Conditioner Bar,,CAT5a93da1d,50.0,g,9.5,GBP,amazon.co.uk - amazon.co.uk-seller,gr um gl s brightening lemon conditioner bar,none,cat5a93da1d,No match >= threshold
PRD5315495b,Foamie Conditioner Bar Aloe You Vera Much,BRD92d0cb9d,CAT5a93da1d,,,5.45,GBP,edward leonard conroy,foamie conditioner bar aloe you vera much,brd92d0cb9d,cat5a93da1d,No match >= threshold
PRD44ffb59f,Bounty Hunter Conditioner Bar,BRD77c998a0,CAT5a93da1d,,,5.2,GBP,foxyavenue,bounty hunter conditioner bar,brd77c998a0,cat5a93da1d,No match >= threshold
PRDa88c41ea,KIND2 The Fragrance Free Conditioner Bar,BRDeca7f6b0,CAT5a93da1d,,,12.5,GBP,the friendly turtle company,kind2 the fragrance free conditioner bar,brdeca7f6b0,cat5a93da1d,No match >= threshold
PRDbf4b406b,STRENGHTENING Amla Oil Conditioner Bar,BRD86d226cd,CAT5a93da1d,,,9.0,GBP,arcade skincare,strenghtening amla oil conditioner bar,brd86d226cd,cat5a93da1d,No match >= threshold
PRD8564925d,Beard Botanics Conditioner Bar,BRDa031bb9b,CAT5a93da1d,,,13.5,GBP,an'du,beard botanics conditioner bar,brda031bb9b,cat5a93da1d,No match >= threshold
PRD6df4fcde,Anihana Manuka Honey & Vanilla Conditioner Bar,BRD78fbb427,CAT5a93da1d,,,5.99,GBP,healthpost.co.nz,anihana manuka honey vanilla conditioner bar,brd78fbb427,cat5a93da1d,No match >= threshold
PRD81e468cc,Naturtint Nourishing Shampoo & Conditioner Bar,BRDee4c63a6,CAT5a93da1d,,,10.39,GBP,mypure.co.uk,naturtint nourishing shampoo conditioner bar,brdee4c63a6,cat5a93da1d,No match >= threshold
PRDc3d06dd4,Kitsch Rosemary & Biotin Solid Conditioner,BRD84858b44,CAT5a93da1d,,,12.0,GBP,oliver bonas,kitsch rosemary biotin solid conditioner,brd84858b44,cat5a93da1d,No match >= threshold
PRD29530c3d,"Besque Hair Conditioner Bar, Natural Lavender Bar Soap Conditioner with Cocoa Butter and Castor Oil",BRD0105a5d7,CAT5a93da1d,,,16.99,GBP,amazon.co.uk - amazon.co.uk-seller,besque hair conditioner bar natural lavender bar soap conditioner with cocoa butter and castor oil,brd0105a5d7,cat5a93da1d,No match >= threshold
PRD5197677b,Coconut Curls Bloom in Soap Hair Conditioner Bars,BRD422315c4,CAT5a93da1d,,,11.99,GBP,bloom in soap,coconut curls bloom in soap hair conditioner bars,brd422315c4,cat5a93da1d,No match >= threshold
PRDad208e6a,Black Raspberry Vanilla Conditioner Bar,BRD6d148a79,CAT5a93da1d,,,7.0,GBP,wild grove,black raspberry vanilla conditioner bar,brd6d148a79,cat5a93da1d,No match >= threshold
PRDa150527c,Rosemary and Biotin Conditioner Bar,BRD4a60d61e,CAT5a93da1d,,,14.0,GBP,psychic sisters,rosemary and biotin conditioner bar,brd4a60d61e,cat5a93da1d,No match >= threshold
PRD2ed508c7,Geranium & Patchouli Conditioner Bar,BRD7b398ecf,CAT5a93da1d,,,8.0,GBP,change skincare uk,geranium patchouli conditioner bar,brd7b398ecf,cat5a93da1d,No match >= threshold
PRDd44093d8,Conditioner Bar for All Hair Types,BRD5a93da1d,CAT5a93da1d,,,9.6,GBP,owl & bee uk,conditioner bar for all hair types,brd5a93da1d,cat5a93da1d,No match >= threshold
PRDc3fc7b90,Lemon and Black Pepper Conditioner Bars,BRDff71ff25,CAT5a93da1d,,,10.0,GBP,pentland aromatics,lemon and black pepper conditioner bars,brdff71ff25,cat5a93da1d,No match >= threshold
PRD7710e433,Soaphoria Nutrieeze Solid Hair Conditioner Bar,BRD128c8ab4,CAT5a93da1d,,,3.6,GBP,notino.co.uk,soaphoria nutrieeze solid hair conditioner bar,brd128c8ab4,cat5a93da1d,No match >= threshold
PRD03c1d307,Organic Deep Conditioner Bar,BRD3e79e6cf,CAT5a93da1d,30.0,ml,7.0,GBP,arize and dazzle,organic deep conditioner bar,brd3e79e6cf,cat5a93da1d,No match >= threshold
PRD60fb9056,Kingdom Kreations Natural Hair Conditioning Bar,BRD0649490a,CAT5a93da1d,,,7.99,GBP,amazon.co.uk - amazon.co.uk-seller,kingdom kreations natural hair conditioning bar,brd0649490a,cat5a93da1d,No match >= threshold
PRD5bb9994d,Lamazuna Solid Conditioner Bar,BRD7f3012e8,CAT5a93da1d,,,10.76,GBP,babi pur,lamazuna solid conditioner bar,brd7f3012e8,cat5a93da1d,No match >= threshold
PRD9e61c9a7,Friendly Soap Lavender & Geranium Conditioner Bar,BRD6003a530,CAT5a93da1d,90.0,g,4.99,GBP,simply the best fair toys & gifts,friendly soap lavender geranium conditioner bar,brd6003a530,cat5a93da1d,No match >= threshold
PRDd88579cc,Naturtint Colour Protecting Shampoo & Conditioner Bar,BRD863feac5,CAT5a93da1d,,,10.4,GBP,amazon.co.uk,naturtint colour protecting shampoo conditioner bar,brd863feac5,cat5a93da1d,No match >= threshold
PRD156f61b1,GREEN Silk Conditioner Bar,BRDe00cae2a,CAT5a93da1d,,,19.26,GBP,green room body co.,green silk conditioner bar,brde00cae2a,cat5a93da1d,No match >= threshold
PRD0d178410,Natural Conditioner Bar - Dry Hair - Bain & Savon,BRD97c669a9,CAT5a93da1d,105.0,g,9.0,GBP,peace with the wild,natural conditioner bar dry hair bain savon,brd97c669a9,cat5a93da1d,No match >= threshold
PRD314c8e8a,FRESH Silk Conditioner Bar,BRD8306cf66,CAT5a93da1d,,,16.29,GBP,green room body co.,fresh silk conditioner bar,brd8306cf66,cat5a93da1d,No match >= threshold
PRDc4c9ef37,Naturtint 2 in 1 Frequent Use Shampoo & Conditioner Bar,BRDf5b3de43,CAT5a93da1d,,,7.49,GBP,dolphin fitness,naturtint 2 in 1 frequent use shampoo conditioner bar,brdf5b3de43,cat5a93da1d,No match >= threshold
PRD480f47e0,Rehab Conditioner Bar | Hair | WiDEYE,BRD3a0c4248,CAT5a93da1d,,,7.95,GBP,wideye.co.uk,rehab conditioner bar hair wideye,brd3a0c4248,cat5a93da1d,No match >= threshold
PRDd1ddc05a,Bath Bubble and Beyond Sink or Swim Conditioner Bar,BRD96823f88,CAT5a93da1d,,,5.2,GBP,foxyavenue,bath bubble and beyond sink or swim conditioner bar,brd96823f88,cat5a93da1d,No match >= threshold
PRD58dcedf2,Naturtint Strengthening Shampoo & Conditioner Bar,BRD44d3c20e,CAT5a93da1d,,,9.87,GBP,northwood health foods,naturtint strengthening shampoo conditioner bar,brd44d3c20e,cat5a93da1d,No match >= threshold
PRD0c036842,Solid Pink Grapefruit Conditioner Bars,BRD1e5fbc27,CAT5a93da1d,,,9.99,GBP,wild venus,solid pink grapefruit conditioner bars,brd1e5fbc27,cat5a93da1d,No match >= threshold
PRDdbbf9860,Fragrance-free Conditioner Bar,BRDd5704874,CAT5a93da1d,,,8.95,GBP,hell yeah,fragrance free conditioner bar,brdd5704874,cat5a93da1d,No match >= threshold
PRDaf7829d1,Hair Bars Duo,BRDbca6d9f7,CAT5a93da1d,,,37.31,GBP,hairlust,hair bars duo,brdbca6d9f7,cat5a93da1d,No match >= threshold
PRD0ef9d59a,Conditioner Bar Floral,BRD5a93da1d,CAT5a93da1d,,,9.0,GBP,prior shop,conditioner bar floral,brd5a93da1d,cat5a93da1d,No match >= threshold
PRD37682935,Battle Green Natural Conditioner Bar: Mint ( Bar) - Yes,BRDe876f4d6,CAT5a93da1d,55.0,g,9.1,GBP,battle green,battle green natural conditioner bar mint bar yes,brde876f4d6,cat5a93da1d,No match >= threshold
PRDc9b3c65a,Anihana Conditioner Bar Lavender & Lemon,BRD1e0aabda,CAT5a93da1d,60.0,g,5.99,GBP,healthpost.co.nz,anihana conditioner bar lavender lemon,brd1e0aabda,cat5a93da1d,No match >= threshold
PRD95a050f4,RED Silk Conditioner Bar,BRD4a111d25,CAT5a93da1d,,,19.26,GBP,green room body co.,red silk conditioner bar,brd4a111d25,cat5a93da1d,No match >= threshold
PRD299f0de3,Ethique Unscented Conditioner Bar for Sensitive Scalp & Skin 15 Uses,BRDc40a4ead,CAT5a93da1d,,,4.96,GBP,ebay - cutpricepharmacy,ethique unscented conditioner bar for sensitive scalp skin 15 uses,brdc40a4ead,cat5a93da1d,No match >= threshold
PRDf246c08e,Handmade Natural Conditioner Bar - Peppermint & Eucalyptus,BRD9c1a3733,CAT5a93da1d,,,4.85,GBP,www.thecotswoldecocompany.co.uk,handmade natural conditioner bar peppermint eucalyptus,brd9c1a3733,cat5a93da1d,No match >= threshold
PRDbd16135d,Alter/Native Lavender & Geranium Conditioner Bar,BRD5d6a6f7b,CAT5a93da1d,,,5.89,GBP,near and fair,alter native lavender geranium conditioner bar,brd5d6a6f7b,cat5a93da1d,No match >= threshold
PRD57552bf7,Faith in Nature Coconut & Shea Conditioner Bar,BRD29cd4600,CAT5a93da1d,,,7.0,GBP,collectables,faith in nature coconut shea conditioner bar,brd29cd4600,cat5a93da1d,No match >= threshold
PRD7729f2f5,The Earthling Co. Shop Volumizing Shampoo & Conditioner Bars,BRDb27b7ec7,CAT5a93da1d,,,23.68,GBP,the earthling co.,the earthling co shop volumizing shampoo conditioner bars,brdb27b7ec7,cat5a93da1d,No match >= threshold
PRD1d482fcb,Cien Solid Conditioner Bar,BRD29fc3330,CAT5a93da1d,,,31.1,GBP,ebay - pt_baix,cien solid conditioner bar,brd29fc3330,cat5a93da1d,No match >= threshold
PRD58ebb55e,All Natural Conditioner Bar,BRDc0388542,CAT5a93da1d,,,7.95,GBP,not on the high street,all natural conditioner bar,brdc0388542,cat5a93da1d,No match >= threshold
PRD9f2019ec,Alana English Lavender Natural Conditioner Bar,BRD55331a38,CAT5a93da1d,,,5.09,GBP,quickvit,alana english lavender natural conditioner bar,brd55331a38,cat5a93da1d,No match >= threshold
PRD581b582b,Alter/Native Patchouli & Sandalwood Conditioner Bar,BRD17499f7c,CAT5a93da1d,,,5.89,GBP,near and fair,alter native patchouli sandalwood conditioner bar,brd17499f7c,cat5a93da1d,No match >= threshold
PRD8b78cd27,The Australian Natural Soap Company Sensitive/Oily Conditioner Bar,BRD6e212cea,CAT5a93da1d,,,8.79,GBP,ebay,the australian natural soap company sensitive oily conditioner bar,brd6e212cea,cat5a93da1d,No match >= threshold
PRDd59f770d,Naked Conditioner Bar,BRD3b4f9926,CAT5a93da1d,,,3.5,GBP,sheffield skincare company,naked conditioner bar,brd3b4f9926,cat5a93da1d,No match >= threshold
PRDd59f770d,Naked Conditioner Bar,BRD3b4f9926,CAT5a93da1d,,,7.95,GBP,wideye.co.uk,naked conditioner bar,brd3b4f9926,cat5a93da1d,No match >= threshold
PRD89839d50,Mimosu Hair Growth Shampoo Bar,BRDf1880936,CAT5a93da1d,,,14.69,GBP,amazon.co.uk - amazon.co.uk-seller,mimosu hair growth shampoo bar,brdf1880936,cat5a93da1d,No match >= threshold
PRDe5a9317a,Lemon & Frankincense Conditioner Bar,BRDff71ff25,CAT5a93da1d,,,10.0,GBP,inanna's daughter,lemon frankincense conditioner bar,brdff71ff25,cat5a93da1d,No match >= threshold
PRD21bba0b5,The Natural Spa Spiced Orange Conditioner Bar,BRD7e2e7631,CAT5a93da1d,,,2.99,GBP,not on the high street,the natural spa spiced orange conditioner bar,brd7e2e7631,cat5a93da1d,No match >= threshold
PRDced9f54d,Oakmoss Cedarwood Rosemary Conditioner Bar,BRDfe0aa8f0,CAT5a93da1d,,,7.0,GBP,wild grove,oakmoss cedarwood rosemary conditioner bar,brdfe0aa8f0,cat5a93da1d,No match >= threshold
PRDf9801fb7,"Bergamot, Sweet Orange and Ylang Conditioner Bar",BRDb9b4759d,CAT5a93da1d,,,6.0,GBP,heather's hands,bergamot sweet orange and ylang conditioner bar,brdb9b4759d,cat5a93da1d,No match >= threshold
PRDdc944128,Alter/Native Rose & Geranium Conditioner Bar,BRD715cc145,CAT5a93da1d,,,5.99,GBP,refill weigh save,alter native rose geranium conditioner bar,brd715cc145,cat5a93da1d,No match >= threshold
PRDf1b56856,KinKind Rice Water Conditioner Bar - for Thin Hair,BRD6acdc521,CAT5a93da1d,50.0,g,8.95,GBP,plastic freedom,kinkind rice water conditioner bar for thin hair,brd6acdc521,cat5a93da1d,No match >= threshold
PRD2f0be5de,Lole's Shampoo Bar and Conditioner,BRD711b4746,CAT5a93da1d,,,8.26,GBP,amazon.co.uk - amazon.co.uk-seller,lole s shampoo bar and conditioner,brd711b4746,cat5a93da1d,No match >= threshold
PRD5675633c,Get Fresh - Cedarwood & Juniper Conditioner Bar - - Unique Gifts & Homeware - Feather & Twigs,BRD60e379fa,CAT5a93da1d,50.0,g,11.0,GBP,feather & twigs,get fresh cedarwood juniper conditioner bar unique gifts homeware feather twigs,brd60e379fa,cat5a93da1d,No match >= threshold
PRDbe97e872,Foamie Conditioner Bar Hibiskiss,BRD92d0cb9d,CAT5a93da1d,45.0,g,7.0,GBP,cosmetify,foamie conditioner bar hibiskiss,brd92d0cb9d,cat5a93da1d,No match >= threshold
PRDd9f3d31d,Mini Conditioner bar - Travel Size,BRDaa424f0b,CAT5a93da1d,,,2.99,GBP,etsy - thenaturalspa,mini conditioner bar travel size,brdaa424f0b,cat5a93da1d,No match >= threshold
PRD5c95bc3c,Mini Conditioner Bar Four Uses Per Bar,BRDaa424f0b,CAT5a93da1d,,,1.99,GBP,not on the high street,mini conditioner bar four uses per bar,brdaa424f0b,cat5a93da1d,No match >= threshold
PRDfe53d0ac,Cocoa & Coconut Conditioner Bar,BRD71b5ee5a,CAT5a93da1d,,,10.0,GBP,birdseybelizaire,cocoa coconut conditioner bar,brd71b5ee5a,cat5a93da1d,No match >= threshold
PRD340a387c,Pureluxe AmberSilk Conditioner Bar,BRDe29ad915,CAT5a93da1d,,,29.62,GBP,shella bella beauty,pureluxe ambersilk conditioner bar,brde29ad915,cat5a93da1d,No match >= threshold
PRD13f62a53,Kitsch Purple Conditioner Bar for Blonde Hair - Toning Purple Conditioner Bar with Biotin for Strengthening & Neutralizing Brassy Tone | Vegan Solid,BRD84858b44,CAT5a93da1d,,,20.24,GBP,onbuy.com,kitsch purple conditioner bar for blonde hair toning purple conditioner bar with biotin for strengthening neutralizing brassy tone vegan solid,brd84858b44,cat5a93da1d,No match >= threshold
PRDa447617c,Soapgirl Tea Tree Conditioner Bar,BRDf3cd8341,CAT5a93da1d,,,22.21,GBP,gosupps beauty,soapgirl tea tree conditioner bar,brdf3cd8341,cat5a93da1d,No match >= threshold
PRDe5a55ed1,(bulkx6) Anihana Shampoo & Conditioner Bar Blue Ocean 2 In 1 65gx6,,CAT5a93da1d,65.0,g,114.64,GBP,ebay, bulkx6 anihana shampoo conditioner bar blue ocean 2 in 1 65gx6,none,cat5a93da1d,No match >= threshold
PRD1e1f7401,"Castor Oil Shampoo Bar & Shea Butter Conditioner Bar for Hair Growth & Hydration, Hydrating & Moisturizing Bar Shampoo for Dull & Dry Hair Hydrate",BRD724ea0ae,CAT5a93da1d,,,10.95,GBP,fruugo.co.uk,castor oil shampoo bar shea butter conditioner bar for hair growth hydration hydrating moisturizing bar shampoo for dull dry hair hydrate,brd724ea0ae,cat5a93da1d,No match >= threshold
PRD6ff909c6,Bel Woch Premium Conditioner Bar,BRD213cc5db,CAT5a93da1d,,,22.21,GBP,gosupps beauty,bel woch premium conditioner bar,brd213cc5db,cat5a93da1d,No match >= threshold
PRDe0b320a8,Natural Rosemary Conditioner Bar - Strengthening Care for Delicate UK Hair Rice,BRDc0a71371,CAT5a93da1d,1.0,pcs,51.79,GBP,fruugo.co.uk,natural rosemary conditioner bar strengthening care for delicate uk hair rice,brdc0a71371,cat5a93da1d,No match >= threshold
PRD7aae4ed7,"Rice Water Conditioner Bar, , Each, Moisturizing",BRD5021b2ed,CAT5a93da1d,6.0,pack,39.82,GBP,ebay - dailyessentialstore,rice water conditioner bar each moisturizing,brd5021b2ed,cat5a93da1d,No match >= threshold
PRD4a02bc14,The Shine Apple Conditioner Bar,BRDcb5f7d05,CAT5a93da1d,,,9.95,GBP,not on the high street,the shine apple conditioner bar,brdcb5f7d05,cat5a93da1d,No match >= threshold
PRD7e41b900,Kirei Yugen Shampoo And Conditioner Bar For Curl Defining,BRDf085ad48,CAT5a93da1d,,,15.1,GBP,ebay,kirei yugen shampoo and conditioner bar for curl defining,brdf085ad48,cat5a93da1d,No match >= threshold
PRD50cf4790,Kinkind Kinkind Nourish Me Conditioner Bar,BRD8e07cd25,CAT5a93da1d,40.0,g,60.17,GBP,ebay - gudz_uk,kinkind kinkind nourish me conditioner bar,brd8e07cd25,cat5a93da1d,No match >= threshold
PRDc3c9e55c,Velandia Solid Hair Conditioner,BRD9c69413d,CAT5a93da1d,,,10.83,GBP,perfumes club uk,velandia solid hair conditioner,brd9c69413d,cat5a93da1d,No match >= threshold
PRD318bd7b0,CONDITIONER BAR,BRD9c9e2256,CAT5a93da1d,60.0,g,9.78,GBP,what a curl wants,conditioner bar,brd9c9e2256,cat5a93da1d,No match >= threshold
PRD6afa9cee,Kinkind Nourish Me Conditioner Bar,BRDde47a748,CAT5a93da1d,40.0,g,36.69,GBP,ebay - healthplusliving,kinkind nourish me conditioner bar,brdde47a748,cat5a93da1d,No match >= threshold
PRDb90a06e2,"Conditioner Bar Genie in a Bar, 100 Grams by Be.Bare Life (Pack of 2)",BRD5a93da1d,CAT5a93da1d,100.0,g,6.95,GBP,fruugo.co.uk,conditioner bar genie in a bar 100 grams by be bare life pack of 2 ,brd5a93da1d,cat5a93da1d,No match >= threshold
PRDbbecf8fb,Foamie Coconut Conditioner Bar,BRD5f3052db,CAT5a93da1d,,,5.0,GBP,onebioshop,foamie coconut conditioner bar,brd5f3052db,cat5a93da1d,No match >= threshold
PRDdc08fafe,Nopalera Balance + Repair Solid Conditioner Bar,BRD008b3a13,CAT5a93da1d,,,26.0,GBP,herveda,nopalera balance repair solid conditioner bar,brd008b3a13,cat5a93da1d,No match >= threshold
PRDf06693bb,Kinkind Give Me Strength Conditioning Bar For Fine Hair,BRD517c1b6a,CAT5a93da1d,40.0,g,9.99,GBP,ebay - prettynew,kinkind give me strength conditioning bar for fine hair,brd517c1b6a,cat5a93da1d,No match >= threshold
PRDf25b43de,"Ethique, Volumising Solid Conditioner Bar For Fine And Thin Hair",BRDbb4973f1,CAT5a93da1d,,,27.3,GBP,onbuy.com,ethique volumising solid conditioner bar for fine and thin hair,brdbb4973f1,cat5a93da1d,No match >= threshold
PRD29ff8d71,Klar Seifen conditioner Bar,BRD6ec61158,CAT5a93da1d,,,22.21,GBP,gosupps beauty,klar seifen conditioner bar,brd6ec61158,cat5a93da1d,No match >= threshold
PRD63aadaa2,KinKind Fragrance Free Conditioner Bar for Sensitive Skin,BRD1111c023,CAT5a93da1d,,,8.45,GBP,kinkind,kinkind fragrance free conditioner bar for sensitive skin,brd1111c023,cat5a93da1d,No match >= threshold
PRD9ee620bb,Raw Roots Conditioner Bar,BRDa811f75f,CAT5a93da1d,,,13.88,GBP,raw roots,raw roots conditioner bar,brda811f75f,cat5a93da1d,No match >= threshold
