product_1_id,product_2_id,product_1_name,product_2_name,brand_1,brand_2,category,size_value_1,size_unit_1,size_value_2,size_unit_2,price_1,price_2,currency_1,currency_2,retailer_1,retailer_2,similarity,name_similarity,brand_similarity,size_similarity
PRDcdd158d6,PRD28257c33,Friendly Soap Conditioner Bar Lavender & Geranium,Friendly Soap Conditioner Bar - Lavender & Tea Tree,Friendly Soap,Friendly Soap,Conditioner Bar,,,90.0,g,9.99,33.22,GBP,GBP,Amazon.co.uk - Amazon.co.uk-Seller,eBay - gudz_uk,98.6,78.65,100.0,50.0
PRDcdd158d6,PRD99303b82,Friendly Soap Conditioner Bar Lavender & Geranium,Conditioner Bar - - Lavender & Geranium | Friendly Soap,Friendly Soap,Friendly Soap,Conditioner Bar,,,12.0,pack,9.99,91.7,GBP,GBP,Amazon.co.uk - Amazon.co.uk-Seller,Friendly Soap,100.0,100.0,100.0,50.0
PRDcdd158d6,PRD392d044d,Friendly Soap Conditioner Bar Lavender & Geranium,Friendly Soap Lavender Tea Tree Conditioner Bar,Friendly Soap,Friendly Soap,Conditioner Bar,,,,,8.99,9.62,GBP,GBP,Friendly Soap,Amazon.co.uk - Amazon.co.uk-Seller,98.6,78.65,100.0,50.0
PRDcdd158d6,PRD9e61c9a7,Friendly Soap Conditioner Bar Lavender & Geranium,Friendly Soap Lavender & Geranium Conditioner Bar,Friendly Soap,Friendly Soap,Conditioner Bar,,,,,8.99,8.99,GBP,GBP,Friendly Soap,C & G Natural Beauty Shop,100.0,100.0,100.0,50.0
PRDcdd158d6,PRD28257c33,Friendly Soap Conditioner Bar Lavender & Geranium,Friendly Soap Conditioner Bar - Lavender & Tea Tree,Friendly Soap,Friendly Soap,Conditioner Bar,,,90.0,g,8.99,33.22,GBP,GBP,Friendly Soap,eBay - gudz_uk,98.6,78.65,100.0,50.0
PRDcdd158d6,PRD99303b82,Friendly Soap Conditioner Bar Lavender & Geranium,Conditioner Bar - - Lavender & Geranium | Friendly Soap,Friendly Soap,Friendly Soap,Conditioner Bar,,,12.0,pack,8.99,91.7,GBP,GBP,Friendly Soap,Friendly Soap,100.0,100.0,100.0,50.0
PRD392d044d,PRD9e61c9a7,Friendly Soap Lavender Tea Tree Conditioner Bar,Friendly Soap Lavender & Geranium Conditioner Bar,Friendly Soap,Friendly Soap,Conditioner Bar,,,,,9.62,8.99,GBP,GBP,Amazon.co.uk - Amazon.co.uk-Seller,C & G Natural Beauty Shop,98.6,78.65,100.0,50.0
PRD392d044d,PRD28257c33,Friendly Soap Lavender Tea Tree Conditioner Bar,Friendly Soap Conditioner Bar - Lavender & Tea Tree,Friendly Soap,Friendly Soap,Conditioner Bar,,,90.0,g,9.62,33.22,GBP,GBP,Amazon.co.uk - Amazon.co.uk-Seller,eBay - gudz_uk,100.0,100.0,100.0,50.0
PRD392d044d,PRD99303b82,Friendly Soap Lavender Tea Tree Conditioner Bar,Conditioner Bar - - Lavender & Geranium | Friendly Soap,Friendly Soap,Friendly Soap,Conditioner Bar,,,12.0,pack,9.62,91.7,GBP,GBP,Amazon.co.uk - Amazon.co.uk-Seller,Friendly Soap,98.6,78.65,100.0,50.0
PRDb5b5c690,PRDd4987f16,Folk Soap Conditioner Bar,Folk Soap Solid Conditioner Bar,Folk Soap,Folk Soap,Conditioner Bar,,,,,9.0,8.0,GBP,GBP,Folk Soap,Folk Soap,100.0,92.0,100.0,50.0
